timestamp,0x00a35fd824c717879bf370e70ac6868b95870dfb,0x10010078a54396f62c96df8532dc2b4847d47ed3,0x12ff4a259e14d4dcd239c447d23c9b00f7781d8f,0x15e770b95edd73fd96b02ece0266247d50895e76,0x1610e3c85dd44af31ed7f33a63642012dca0c5a5,0x1db2466d9f5e10d7090e7152b68d62703a2245f0,0x1e925de1c68ef83bd98ee3e130ef14a50309c01b,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,0x1f514a61bcde34f94bc39731235690ab9da737f7,0x217d47011b23bb961eb6d93ca9945b7501a5bb11,0x2513486f18eee1498d7b6281f668b955181dd0d9,0x28b42698caf46b4b012cf38b6c75867e0762186d,0x296f55f8fb28e498b858d0bcda06d955b2cb3f97,0x2dad3a13ef0c6366220f989157009e501e7938f8,0x2e3d870790dc77a83dd1d18184acc7439a53f475,0x340fe1d898eccaad394e2ba0fc1f93d27c7b717a,0x3417e54a51924c225330f8770514ad5560b9098d,0x375488f097176507e39b9653b88fdc52cde736bf,0x395ae52bb17aef68c2888d941736a71dc6d4e125,0x39fde572a18448f8139b7788099f0a0740f51205,0x3a18dcc9745edcd1ef33ecb93b0b6eba5671e7ca,0x3e29d3a9316dab217754d13b28646b76607c5f04,0x3f56e0c36d275367b8c502090edf38289b3dea0d,0x4200000000000000000000000000000000000006,0x4200000000000000000000000000000000000042,0x46f21fda29f1339e0ab543763ff683d399e393ec,0x47536f17f4ff30e64a96a7555826b8f9e66ec468,0x484c2d6e3cdd945a8b2df735e079178c1036578c,0x4e720dd3ac5cfe1e1fbde4935f386bb1c66f4642,0x50c5725949a6f0c72e6c4a641f24049a917db0cb,0x5976d4c3bcfc1c5f90ab1419d7f3ddf109cea35a,0x5d47baba0d66083c52009271faf3f50dcc01023c,0x61baadcf22d2565b0f471b291c475db5555e0b76,0x676f784d19c7f1ac6c6beaeaac78b02a73427852,0x6806411765af15bddd26f8f544a34cc40cb9838b,0x68f180fcce6836688e9084f035309e29bf0a2095,0x6c2f7b6110a37b3b0fbdd811876be368df02e8b0,0x6c84a8f1c29108f47a79964b5fe888d4f4d0de40,0x73cb180bf0521828d8849bc8cf2b920918e23032,0x747e42eb0591547a0ab429b3627816208c734ea7,0x74ccbe53f77b08632ce0cb91d3a545bf6b8e0979,0x79af5dd14e855823fa3e9ecacdf001d99647d043,0x7ae97042a4a0eb4d1eb370c34bfec71042a056b7,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x8700daec35af8ff88c16bdf0418774cb3d7599b4,0x88a89866439f4c2830986b79cbe6f69d1bd548bb,0x8901cb2e82cc95c01e42206f8d1f417fe53e7af0,0x8a6039fc7a479928b1d73f88040362e9c50db275,0x8ae125e8653821e851f12a49f7765db9a9ce7384,0x8c6f28f2f1a3c87f0f938b96d27520d9751ec8d9,0x920cf626a271321c151d027030d5d08af699456b,0x929b939f8524c3be977af57a4a0ad3fb1e374b50,0x9485aca5bbbe1667ad97c7fe7c4531a624c8b1ed,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,0x9560e827af36c94d2ac33a39bce1fe78631088db,0x970d50d09f3a656b43e11b0d45241a84e3a6e011,0x9a2e53158e12bc09270af10c16a466cb2b5d7836,0x9bcef72be871e61ed4fbbc7630889bee758eb81d,0x9e1028f5f1d5ede59748ffcee5532509976840e0,0x9e5aac1ba1a2e6aed6b32689dfcf62a509ca96f3,0x9f46a936be9114bd2f71965a87c003341448b47e,0xa50b23cdfb2ec7c590e84f403256f67ce6dffb84,0xaf9fe3b5ccdae78188b1f8b9a49da7ae9510f151,0xb0ae108669ceb86e9e98e8fe9e40d98b867855fd,0xb0b195aefa3650a6908f15cdac7d92f8a5791b0b,0xb153fb3d196a8eb25522705560ac152eeec57901,0xbfd291da8a403daaf7e5e9dc1ec0aceacd4848b9,0xc1c167cc44f7923cd0062c4370df962f9ddb16f5,0xc26921b5b9ee80773774d36c84328ccb22c3a819,0xc38464250f51123078bbd7ea574e185f6623d037,0xc3864f98f2a61a7caeb95b039d031b4e2f55e0e9,0xc40f949f8a4e094d1b49a23ea9241d289b7b2819,0xc5102fe9359fd9a28f877a67e36b0f050d81a3cc,0xc5b001dc33727f8f26880b184090d3e252470d45,0xca0e54b636db823847b29f506bffee743f57729d,0xcb8fa9a76b8e203d8c3797bf438d8fb81ea3326a,0xd8737ca46aa6285de7b8777a8e3db232911bad41,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,0xdb4ea87ff83eb1c80b8976fc47731da6a31d35e5,0xdc6ff44d5d932cbd77b52e5612ba0529dc6226f1,0xdfa46478f9e5ea86d57387849598dbfb2e964b02,0xe3ab61371ecc88534c522922a026f2296116c109,0xe405de8f52ba7559f9df3c368500b6e6ae6cee49,0xf1a0da3367bc7aa04f8d94ba57b862ff37ced174,0xfd389dc9533717239856190f42475d3f263a270d,0xfdb794692724153d1488ccdbe0c56c252596735f,0xfdeffc7ad816bf7867c642df7ebc2cc5554ec265,0xc03b43d492d904406db2d7d57e67c7e8234ba752,0x67ccea5bb16181e7b4109c9c2143c24a1c2205be,0xbc7b1ff1c6989f006a1185318ed4e7b5796e66e1,0x01b8b6384298d4848e3be63d4c9d17830eee488a,0xb396b31599333739a97951b74652c117be86ee1d,0xff733b2a3557a7ed6697007ab5d11b79fdd1b76b,0x00e1724885473b63bce08a9f0a52f35b0979e35a,0x3ee6107d9c93955acbb3f39871d32b02f82b78ab,0x33bca143d9b41322479e8d26072a00a352404721,0x9dabae7274d28a45f0b65bf8ed201a5731492ca0,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0x3b08fcd15280e7b5a6e404c4abb87f7c774d1b2e,0x7d14206c937e70e19e3a5b94011faf0d5b3928e2,0x259c1c2ed264402b5ed2f02bc7dc25a15c680c18,0xc55e93c62874d8100dbd2dfe307edc1036ad5434,0x1574564fcfd15bccb3fe04e9818f61131ea74066,0x323665443cef804a3b5206103304bd4872ea4253,0x58b9cb810a68a7f3e1e4f8cb45d1b9b3c79705e8,0x3eb398fec5f7327c6b15099a9681d9568ded2e82,0x348fdfe2c35934a96c1353185f09d0f9efbada86,0x3b6564b5da73a41d3a66e6558a98fd0e9e1e77ad,0x4f604735c1cf31399c6e711d5962b2b3e0225ad3,0x6af3cb766d6cd37449bfd321d961a61b0515c1bc,0x2dd1b4d4548accea497050619965f91f78b3b532,0x819845b60a192167ed1139040b4f8eca31834f27,0x14778860e937f509e651192a90589de711fb88a9,0x17aabf6838a6303fc6e9c5a227dc1eb6d95c829a,0x66e535e8d2ebf13f49f3d49e5c50395a97c137b1,0x300d2c875c6fb8ce4bf5480b4d34b7c9ea8a33a4,0x10398abc267496e49106b07dd6be13364d10dc71,0xf467c7d5a4a9c4687ffc7986ac6ad5a4c81e1404,0xb962150760f9a3bb00e3e9cf48297ee20ada4a33,0x2218a117083f5b482b0bb821d27056ba9c04b1d3,0x3ed9acaac7bd974eb83a8ea6432a239e3c829d5d,0x528cdc92eab044e1e39fe43b9514bfdab4412b98,0x79e6c6b6aaba4432fabacb30cc0c879d8f3e598e,0xa211e25f7246950e0cce054e3161c7c0b6379485,0x8fc7c1109c08904160d6ae36482b79814d45eb78,0x0000206329b97db379d5e1bf586bbdb969c63274,0xd9cc3d70e730503e7f28c1b407389198c4b75fa2,0x87eee96d50fb761ad85b1c982d28a042169d61b1,0x894134a25a5fac1c2c26f1d8fbf05111a3cb9487,0x0a7b751fcdbbaa8bb988b9217ad5fb5cfe7bf7a0,0x9d36f8f62347538440a212e9162f534f797542df,0xf0dc8c9b7e43e8eef39f0f0ca1c464ab714d7783,0xfe5b10f053871e66a319a57a16cf4e709f51367f,0x5a7a183b6b44dc4ec2e3d2ef43f98c5152b1d76d,0x5a7facb970d094b6c7ff1df0ea68d99e6e73cbff,0x023550adde4fa2f90d63a41d9282bee0294c04cd,0x2416092f143378750bb29b79ed961ab195cceea5,0x1ec50880101022c11530a069690f5446d1464592,0x7a1263ec3bf0a19e25c553b8a2c312e903262c5e,0xb9243c495117343981ec9f8aa2abffee54396fc0,0x084382d1cc4f4dfd1769b1cc1ac2a9b1f8365e90,0x25193034153afb4251a8e02a8db0deaef4c876f6,0x93919784c523f39cacaa98ee0a9d96c3f32b593e,0xa88594d404727625a9437c3f886c7643872296ae,0xc7edf7b7b3667a06992508e7b156eff794a9e1c8
1690952400,2.9681,0.016575,3.4899e-05,0.01027,1826.8,0.14938,7.9446,2112.9,0.075399,0.49679,0.17838,3.7697,0.59157,0.034445,0.9945,1.0592,5.8532,0.084193,0.59958,0.052822,0.72786,1677.5,0.022203,1863.8,1.6392,0.10549,0.64661,1934.8,289.55,0.073467,0.043841,0.0046396,504.18,8.3259e-05,1851.2,73.935,1885.2,29695.0,0.99364,0.023394,0.0048622,1.0961,0.021562,0.999,2.4512,0.14438,1.0101,500750000.0,0.98086,0.99759,141.51,0.040312,1.0966,0.99779,0.12713,0.98981,1.1701,2008.5,0.50292,0.038039,0.12648,0.028194,0.10934,0.0044256,0.99872,0.98702,0.9985,1.3018e-06,1.3505e-06,0.10093,0.029286,0.99783,0.05947,1.0351,0.99571,0.98935,0.2611,0.99815,1.0225,2.3943,0.95141,2.912e-05,1855.1,0.025494,0.012076,1.8849,0.05681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690956000,2.9545,0.016466,3.4739e-05,0.010223,1841.4,0.1493,7.9019,2103.2,0.075399,0.49451,0.17756,3.7536,0.58982,0.034673,0.99441,1.0593,5.8825,0.084328,0.59683,0.053063,0.72452,1669.8,0.022101,1855.3,1.6329,0.10598,0.64365,1933.9,288.22,0.073425,0.043841,0.0046184,501.87,8.2877e-05,1844.6,73.596,1877.2,29562.0,0.99366,0.023287,0.00484,1.098,0.02166,0.999,2.4437,0.1448,1.0101,491550000.0,0.98088,0.9976,140.9,0.040297,1.0985,0.99782,0.12771,0.98983,1.2249,1999.2,0.50291,0.038039,0.1259,0.028312,0.10892,0.0044053,0.99872,0.98717,0.9985,1.3077e-06,1.3402e-06,0.10139,0.029151,0.99778,0.060174,1.0351,0.99571,0.98933,0.25999,0.99814,1.0225,2.3814,0.95141,2.9253e-05,1846.6,0.025376,0.012021,1.8746,0.05707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690959600,2.9556,0.016524,3.4744e-05,0.010225,1841.7,0.14964,8.0339,2103.5,0.080616,0.4946,0.17716,3.7557,0.58981,0.03466,0.99393,1.0593,5.8362,0.083555,0.59692,0.052773,0.72469,1670.0,0.022106,1855.6,1.6218,0.1054,0.64375,1934.2,291.63,0.073431,0.043841,0.0055507,502.1,8.289e-05,1844.9,73.608,1877.5,29573.0,0.99366,0.023291,0.0048408,1.098,0.021542,0.999,2.433,0.14492,1.0101,488860000.0,0.98098,0.99764,140.96,0.0403,1.0985,0.9978,0.12701,0.98983,1.1944,1999.7,0.50127,0.038039,0.12592,0.028882,0.10818,0.004406,0.99872,0.98478,0.9985,1.3005e-06,1.34e-06,0.10083,0.029085,0.99782,0.0601,1.0349,0.99568,0.98932,0.26004,0.99814,1.0225,2.3818,0.95073,2.9093e-05,1848.0,0.02538,0.011984,1.8749,0.056757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690963200,2.9559,0.016508,3.475e-05,0.010227,1842.0,0.15002,8.1261,2102.7,0.080485,0.49677,0.17688,3.7591,0.58971,0.034903,0.99376,1.0593,5.8608,0.083573,0.59702,0.052678,0.72481,1670.3,0.02211,1855.9,1.6154,0.10521,0.64386,1934.5,291.33,0.073617,0.043841,0.0055516,502.0,8.2904e-05,1845.2,73.62,1877.8,29580.0,0.99366,0.023295,0.0048416,1.098,0.021503,0.999,2.4404,0.14385,1.0101,523430000.0,0.98105,0.99764,140.98,0.0403,1.0985,0.99776,0.12678,0.98983,1.1946,2000.1,0.50094,0.037699,0.12598,0.029259,0.10775,0.0044067,0.99872,0.98544,0.9985,1.2982e-06,1.3457e-06,0.10065,0.029039,0.9978,0.060111,1.0354,0.99562,0.98876,0.26008,0.99807,1.0225,2.3822,0.95094,2.904e-05,1848.3,0.02537,0.011986,1.8741,0.056915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690966800,2.9607,0.016523,3.47e-05,0.010235,1843.4,0.15026,8.304,2104.3,0.080485,0.49694,0.17641,3.7623,0.58732,0.035116,0.99452,1.0599,5.7853,0.083381,0.59752,0.051992,0.72543,1671.5,0.022129,1857.4,1.6168,0.10046,0.64439,1932.0,291.57,0.07368,0.043841,0.0055562,502.45,8.2973e-05,1842.7,73.681,1879.4,29576.0,0.99366,0.023314,0.0048456,1.098,0.021219,0.999,2.4306,0.1415,1.0101,516620000.0,0.98104,0.99764,141.12,0.040294,1.0985,0.99778,0.12513,0.98983,1.1956,2001.7,0.50054,0.037363,0.12608,0.029005,0.10784,0.0044103,0.99872,0.9853,0.9985,1.2813e-06,1.3378e-06,0.099342,0.028963,0.9978,0.060121,1.0354,0.99561,0.99169,0.2603,0.99807,1.0225,2.3841,0.95095,2.8662e-05,1849.8,0.025389,0.01196,1.8755,0.055989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690970400,2.9581,0.016523,3.4666e-05,0.010225,1841.9,0.15081,8.6007,2102.4,0.080435,0.49646,0.17626,3.7587,0.58761,0.034849,0.99443,1.067,5.8008,0.083627,0.59694,0.052047,0.72472,1669.8,0.022107,1855.6,1.6184,0.10039,0.64376,1930.1,291.29,0.073552,0.043841,0.0055508,501.95,8.31e-05,1841.0,73.61,1877.6,29535.0,0.99366,0.023291,0.0048482,1.098,0.021242,0.999,2.4542,0.14312,1.0101,517170000.0,0.98107,0.99769,140.99,0.040294,1.0985,0.99753,0.12526,0.98982,1.1944,1999.8,0.50288,0.037363,0.089533,0.029021,0.10795,0.0044165,0.99872,0.98545,0.9985,1.2827e-06,1.3391e-06,0.099448,0.028938,0.99789,0.060062,1.0354,0.99559,0.99169,0.26004,0.99806,1.0225,2.3818,0.95095,2.8693e-05,1848.0,0.025366,0.011926,1.8738,0.056048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690974000,2.9537,0.016538,3.4389e-05,0.010227,1842.6,0.15078,8.5247,2103.1,0.080435,0.49536,0.17648,3.7596,0.58763,0.035358,0.98908,1.0651,5.8229,0.083661,0.59707,0.052104,0.72488,1670.2,0.022112,1856.0,1.6293,0.10049,0.64391,1930.3,288.26,0.071038,0.043841,0.005552,502.07,8.3118e-05,1841.1,73.626,1878.0,29522.0,0.99366,0.023296,0.0048493,1.098,0.021265,0.999,2.468,0.14295,1.0101,517730000.0,0.98124,0.99771,139.13,0.040302,1.0986,0.99749,0.1254,0.98982,1.1947,2000.2,0.50598,0.037376,0.089826,0.029021,0.10858,0.0044175,0.99872,0.98547,0.9985,1.3306e-06,1.3396e-06,0.099564,0.028974,0.9979,0.059962,1.0361,0.99559,0.9917,0.2601,0.99806,1.0232,2.3875,0.95142,2.8724e-05,1848.5,0.025375,0.011963,1.8744,0.056997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690977600,2.9504,0.016516,3.4556e-05,0.010216,1839.3,0.15217,8.514,2100.9,0.080435,0.49487,0.17725,3.7558,0.58893,0.035064,0.98909,1.0658,5.8511,0.083696,0.59647,0.052236,0.72352,1668.6,0.02207,1854.2,1.6476,0.10075,0.64824,1928.6,287.97,0.069942,0.043841,0.0055464,511.34,8.3034e-05,1839.3,73.552,1876.1,29496.0,0.99367,0.023273,0.0048655,1.098,0.021319,0.999,2.5318,0.14301,1.0101,519040000.0,0.981,0.99776,138.59,0.040302,1.0986,0.99753,0.12572,0.98983,1.1935,1996.5,0.50598,0.037376,0.10383,0.029033,0.1098,0.004413,0.99872,0.98139,0.9985,1.334e-06,1.3368e-06,0.099817,0.029101,0.99792,0.0599,1.0362,0.99559,0.99171,0.25984,0.99806,1.0232,2.3851,0.95142,2.8797e-05,1846.6,0.025349,0.011961,1.8726,0.057054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690981200,2.9496,0.016505,3.4541e-05,0.010116,1837.0,0.15201,8.3986,2100.1,0.08061,0.49468,0.17753,3.7543,0.58799,0.034583,0.98909,1.0662,5.8882,0.083731,0.39834,0.052558,0.7232,1667.9,0.022061,1853.4,1.65,0.10243,0.64796,1927.8,287.84,0.071959,0.043841,0.005544,511.34,8.2998e-05,1838.5,73.52,1875.3,29488.0,0.99367,0.023263,0.0048634,1.094,0.021451,0.999,2.5443,0.14391,1.0101,522240000.0,0.98089,0.99778,138.54,0.040302,1.0947,0.9975,0.12649,0.98983,1.193,1995.6,0.50597,0.037369,0.11166,0.029097,0.10996,0.004411,0.99872,0.98565,0.9985,1.3422e-06,1.3621e-06,0.10043,0.029147,0.99785,0.059851,1.0335,0.99559,0.99171,0.25973,0.99806,1.0223,2.4138,0.95,2.8974e-05,1845.7,0.025339,0.011956,1.8747,0.057453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690984800,2.9217,0.016555,3.4467e-05,0.01009,1832.6,0.15217,8.4408,2094.6,0.081509,0.49439,0.17787,3.7448,0.58785,0.034732,0.98909,1.064,5.9492,0.083732,0.39732,0.05303,0.72137,1663.7,0.022005,1848.7,1.6427,0.1033,0.64632,1922.9,287.63,0.072318,0.043841,0.0055299,510.04,8.2825e-05,1833.9,73.333,1870.5,29414.0,0.99367,0.022756,0.004851,1.0938,0.021644,0.999,2.5915,0.14496,1.0101,526930000.0,0.98087,0.99778,138.01,0.040332,1.0949,0.99758,0.12763,0.98983,1.1696,1990.5,0.50156,0.037369,0.12772,0.029104,0.10951,0.0043998,0.99872,0.98923,0.9985,1.3543e-06,1.3469e-06,0.10133,0.029202,0.99783,0.059891,1.0335,0.99556,0.99132,0.25907,0.99805,1.0223,2.4076,0.94597,2.9234e-05,1841.0,0.025273,0.012191,1.8703,0.057969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
